No,docid,reg,postype,wordcat,wid,wcorresp,wstatus,lemma,word,metaphor,id,corresp,status,morph,order,type,mettext,DELMET,delmetadditionalinfo,nonmrw_mrw,eight_word_classes,register,widlii,del_nondel_widlii,six_word_classes,sid,pnum,snum,sindex,windex,wcount,scount,plen,slen,sentence_id,sentence
59480,al5-fragment03,news,AJ0,AJ,-,-,-,big,big,mrw,-,-,-,n,-,met,big,0,,1,1,4,0,0,1,39,15,25,1,5,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59486,al5-fragment03,news,VVI,V,-,-,-,come,come,mrw,-,-,-,n,-,met,come,0,,1,6,4,0,0,4,39,15,25,1,11,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59487,al5-fragment03,news,DT0,DT,-,-,-,this,this,mrw,-,-,-,n,-,met,this,0,,1,3,4,0,0,6,39,15,25,1,12,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59489,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,39,15,25,1,14,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59494,al5-fragment03,news,AVP,AV,-,-,-,round,round,mrw,-,-,-,n,-,met,round,0,,1,2,4,0,0,2,39,15,25,1,19,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59498,al5-fragment03,news,VVN,V,-,-,-,conduct,conducted,mrw,-,-,-,n,-,met,conducted,0,,1,6,4,0,0,4,39,15,25,1,23,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59499,al5-fragment03,news,PRP,PR,-,-,-,against,against,mrw,-,-,-,n,-,met,against,0,,1,5,4,0,0,5,39,15,25,1,24,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59501,al5-fragment03,news,NN1,N,-,-,-,background,background,mrw,-,-,-,n,-,met,background,0,,1,4,4,0,0,3,39,15,25,1,26,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59504,al5-fragment03,news,PRP,PR,-,-,-,over,over,mrw,-,-,-,n,-,met,over,0,,1,5,4,0,0,5,39,15,25,1,29,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59505,al5-fragment03,news,AJ0,AJ,-,-,-,high,high,mrw,-,-,-,n,-,met,high,0,,1,1,4,0,0,1,39,15,25,1,30,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59509,al5-fragment03,news,NN1,N,-,-,-,pressure,pressure,mrw,-,-,-,n,-,met,pressure,0,,1,4,4,0,0,3,39,15,25,1,34,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59510,al5-fragment03,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,39,15,25,1,35,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59517,al5-fragment03,news,NN2-VVZ,N,-,-,-,cut,cuts,mrw,-,-,-,n,-,met,cuts,0,,1,4,4,0,0,3,39,15,25,1,42,835,38,1,42,al5-fragment03_25,"Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts."
59521,al5-fragment03,news,VVD,V,-,-,-,contain,contained,mrw,-,-,-,n,-,met,contained,0,,1,6,4,0,0,4,40,16,26,1,4,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59527,al5-fragment03,news,PRP,PR,-,-,-,by,by,mrw,-,-,-,n,-,met,by,0,,1,5,4,0,0,5,40,16,26,1,10,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59530,al5-fragment03,news,NN1,N,-,-,-,level,level,mrw,-,-,-,n,-,met,level,0,,1,4,4,0,0,3,40,16,26,1,13,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59533,al5-fragment03,news,NN2,N,-,-,-,resource,resources,mrw,-,-,-,n,-,met,resources,0,,1,4,4,0,0,3,40,16,26,1,16,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59534,al5-fragment03,news,VVN,V,-,-,-,commit,committed,mrw,-,-,-,n,-,met,committed,0,,1,6,4,0,0,4,40,16,26,1,17,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59535,al5-fragment03,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,40,16,26,1,18,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59540,al5-fragment03,news,VVD,V,-,-,-,put,put,mrw,-,-,double,n,-,met,put,0,,1,6,4,0,0,4,40,16,26,1,23,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59543,al5-fragment03,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,40,16,26,1,26,835,38,1,32,al5-fragment03_26,"The Conservative manifesto contained a commitment to increase, year by year, the level of “real resources” committed to the NHS — though it put no figure on the extra money to be allocated."
59553,al5-fragment03,news,AJ0,AJ,-,-,-,caring,caring,mrw,-,-,PP,n,-,met,caring,0,,1,1,4,0,0,1,41,17,27,1,4,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59568,al5-fragment03,news,AJ0,AJ,-,-,-,keen,keen,mrw,-,-,-,n,-,met,keen,0,,1,1,4,0,0,1,41,17,27,1,19,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59572,al5-fragment03,news,AJ0,AJ,-,-,-,right-wing,Right-wing,mrw,-,-,-,n,-,met,wing,0,,1,1,4,0,0,1,41,17,27,1,23,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59575,al5-fragment03,news,VVG,V,-,-,-,demonstrate,demonstrating,mrw,-,-,-,n,-,met,demonstrating,0,,1,6,4,0,0,4,41,17,27,1,26,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59578,al5-fragment03,news,VVI,V,-,-,-,keep,keep,mrw,-,-,-,n,-,met,keep,0,,1,6,4,0,0,4,41,17,27,1,29,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59581,al5-fragment03,news,AJ0,AJ,-,-,-,tight,tight,mrw,-,-,-,n,-,met,tight,0,,1,1,4,0,0,1,41,17,27,1,32,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59582,al5-fragment03,news,NN1-VVB,N,-,-,-,grip,grip,mrw,-,-,-,n,-,met,grip,0,,1,4,4,0,0,3,41,17,27,1,33,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59583,al5-fragment03,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,41,17,27,1,34,835,38,1,38,al5-fragment03_27,"Mrs Bottomley, representing “caring Conservatism”, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep a tight grip on the public purse strings."
59596,al5-fragment03,news,AV0,AV,-,-,-,ahead,ahead,mrw,-,-,-,n,-,met,ahead,0,,1,2,4,0,0,2,42,18,28,1,9,835,38,2,9,al5-fragment03_28,She acknowledged that there could be difficult times ahead.
59605,al5-fragment03,news,NN1,N,-,-,-,holder,holder,mrw,-,-,-,n,-,met,holder,0,,1,4,4,0,0,3,43,18,29,2,9,835,38,2,33,al5-fragment03_29,"“It will always be the case that the holder of my office will need to fight the corner novel of the health service and there will always, inevitably, be more than we can do. ’"
59612,al5-fragment03,news,VVI,V,-,-,-,fight,fight,mrw,-,-,-,n,-,met,fight,0,,1,6,4,0,0,4,43,18,29,2,16,835,38,2,33,al5-fragment03_29,"“It will always be the case that the holder of my office will need to fight the corner novel of the health service and there will always, inevitably, be more than we can do. ’"
59614,al5-fragment03,news,NN1,N,-,-,-,corner,corner,mrw,-,-,-,n,-,met,corner,0,,1,4,4,0,0,3,43,18,29,2,18,835,38,2,33,al5-fragment03_29,"“It will always be the case that the holder of my office will need to fight the corner novel of the health service and there will always, inevitably, be more than we can do. ’"
59632,al5-fragment03,news,VVD,V,-,-,-,stress,stressed,mrw,-,-,-,n,-,met,stressed,0,,1,6,4,0,0,4,44,19,30,1,3,835,38,2,14,al5-fragment03_30,But she stressed there would be no let-up in the search for greater efficiency.
59638,al5-fragment03,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,44,19,30,1,9,835,38,2,14,al5-fragment03_30,But she stressed there would be no let-up in the search for greater efficiency.
59642,al5-fragment03,news,AJC,AJ,-,-,-,great,greater,mrw,-,-,-,n,-,met,greater,0,,1,1,4,0,0,1,44,19,30,1,13,835,38,2,14,al5-fragment03_30,But she stressed there would be no let-up in the search for greater efficiency.
59645,al5-fragment03,news,VVG,V,-,-,-,fight,fighting,mrw,-,-,-,n,-,met,fighting,0,,1,6,4,0,0,4,45,19,31,2,2,835,38,2,22,al5-fragment03_31,"As well as fighting for more money, her task was to ensure that “every last pound” was spent as effectively as it could be."
59669,al5-fragment03,news,VVG,V,-,-,-,give,giving,mrw,-,-,-,n,-,met,giving,0,,1,6,4,0,0,4,46,20,32,1,4,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59672,al5-fragment03,news,TO0,TO,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,8,4,0,0,6,46,20,32,1,7,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59675,al5-fragment03,news,NN1,N,-,-,-,emphasis,emphasis,mrw,-,-,-,n,-,met,emphasis,0,,1,4,4,0,0,3,46,20,32,1,10,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59676,al5-fragment03,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,46,20,32,1,11,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59680,al5-fragment03,news,VVI,V,-,-,-,make,make,mrw,-,-,-,n,-,met,make,0,,1,6,4,0,0,4,46,20,32,1,15,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59689,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,46,20,32,1,24,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59696,al5-fragment03,news,NN2,N,-,-,-,target,targets,mrw,-,-,-,n,-,met,targets,0,,1,4,4,0,0,3,46,20,32,1,31,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59698,al5-fragment03,news,VVG-AJ0,V,-,-,-,reduce,reducing,mrw,-,-,-,n,-,met,reducing,0,,1,6,4,0,0,4,46,20,32,1,33,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
59700,al5-fragment03,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,46,20,32,1,35,835,38,1,47,al5-fragment03_32,"Her priorities include giving more encouragement to medical research; emphasis on preventive health to make the NHS a “health as well as a sickness service”, with the publication shortly of new national targets for reducing deaths from heart disease and cancers; and pressing ahead with care in the community."
